date,OT,S_child,I_child,R_child,S_adult,I_adult,R_adult,S_total,I_total,R_total
1995-10-15,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-10-22,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-10-29,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-11-05,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-11-12,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-11-19,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-11-26,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-12-03,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-12-10,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-12-17,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-12-24,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1995-12-31,0.0,48889.0471919096,0.0,1451110.9890952439,605513.799077396,0.0,2894486.452742012,654402.8462693057,0.0,4345597.441837256
1996-01-01,40.0,1499980.0,20.0,0.0,3499980.0,20.0,0.0,4999960.0,40.0,0.0
1996-01-08,848.5894331780967,1499329.004341432,485.2116961409019,185.78396242842712,3499468.306573691,363.37773703719483,168.31568927122356,4998797.310915123,848.5894331780967,354.0996516996507
1996-01-15,13385.059540570634,1488648.7752262314,7524.632384322509,3826.592389447719,3491187.6334704934,5860.427156248124,2951.9393732592116,4979836.408696725,13385.059540570634,6778.531762706931
1996-01-22,180979.10070312908,1346325.5237433328,99409.46352453034,54265.012732139774,3375138.0433397773,81569.63717859873,43292.31948162199,4721463.56708311,180979.10070312908,97557.33221376177
1996-01-29,1011193.2048734302,613068.3293748539,454220.39116672915,432711.27945842035,2519148.5687646684,556972.813706701,423878.61752862803,3132216.8981395224,1011193.2048734302,856589.8969870484
1996-02-05,1052491.7238309246,158882.24062695872,314304.52628885437,1026813.2330841898,1327720.5892451084,738187.1975420703,1434092.2132128184,1486602.829872067,1052491.7238309246,2460905.446297008
1996-02-12,526719.2163830983,74124.01357928503,113905.37769735683,1311970.608723362,835198.0134285303,412813.8386857414,2251988.1478857254,909322.0270078153,526719.2163830983,3563958.7566090873
1996-02-19,209807.0101141901,55631.21923181076,36330.278935528346,1408038.501832664,680458.8788228523,173476.73117866175,2646064.389998485,736090.098054663,209807.0101141901,4054102.891831149
1996-02-26,77974.74055494758,50304.938248426515,11445.60593515881,1438249.4558164186,628638.7609042326,66529.13461978878,2804832.1044759774,678943.6991526592,77974.74055494758,4243081.560292396
1996-03-04,28221.42967276869,48652.93214284885,3501.459463693721,1447845.6083934617,610935.7014416646,24719.970209074967,2864344.3283492606,659588.6335845134,28221.42967276869,4312189.936742722
1996-03-11,10007.628910616788,48113.743584268435,1087.4153371142806,1450798.8410786209,604801.3424793087,8920.213573502508,2886278.443947189,652915.0860635771,10007.628910616788,4337077.28502581
1996-03-18,3532.353695288923,47920.221729674726,361.97091559070526,1451717.807354739,602663.6417710538,3170.3827796982177,2894165.975449246,650583.8635007285,3532.353695288923,4345883.782803984
1996-03-25,1255.9059746408711,47856.1437067538,112.99356830183478,1452030.862724949,601943.1183689723,1142.9124063390364,2896913.969224686,649799.2620757262,1255.9059746408711,4348944.8319496345
1996-04-01,436.63110940361344,47831.18415679403,46.03444571323357,1452122.781397498,601698.5905206001,390.59666369037984,2897910.8128157086,649529.7746773941,436.63110940361344,4350033.594213206
1996-04-08,141.83633993629647,47826.046708258924,10.45291711115931,1452163.5003746354,601620.200349562,131.38342282513716,2898248.4162276117,649446.2470578209,141.83633993629647,4350411.916602247
1996-04-15,52.12729554137913,47820.935867850785,7.459637668961922,1452171.6044944862,601602.6564048115,44.6676578724172,2898352.675937316,649423.5922726623,52.12729554137913,4350524.280431802
1996-04-22,16.578493552928897,47819.996819329615,1.2436028722320365,1452178.7595778042,601594.9760200095,15.334890680696862,2898389.689089311,649414.972839339,16.578493552928897,4350568.448667115
1996-04-29,2.312825597636473,47819.180171712425,0.09079506667102347,1452180.7635999275,601592.689930779,2.2220305309654496,2898405.0880386885,649411.8701024915,2.312825597636473,4350585.851638616
1996-05-06,0.16433766381683285,47819.26016206285,0.03455878970119501,1452180.9703862274,601592.8844205923,0.12977887411563782,2898406.985800533,649412.1445826552,0.16433766381683285,4350587.95618676
1996-05-13,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-05-20,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-05-27,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-06-03,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-06-10,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-06-17,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-06-24,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-07-01,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-07-08,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-07-15,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-07-22,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-07-29,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-08-05,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-08-12,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-08-19,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-08-26,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-09-02,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-09-09,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-09-16,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-09-23,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-09-30,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-10-07,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-10-14,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-10-21,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-10-28,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-11-04,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-11-11,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-11-18,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-11-25,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-12-02,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-12-09,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-12-16,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-12-23,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1996-12-30,0.0,47819.278638916425,0.0,1452181.0116565134,601592.8120669506,0.0,2898407.2310038414,649412.090705867,0.0,4350588.242660355
1997-01-01,40.0,1499980.0,20.0,0.0,3499980.0,20.0,0.0,4999960.0,40.0,0.0
1997-01-08,715.5583554613178,1499458.0438397278,385.2071187810541,156.7490414905822,3499523.8339099414,330.3512366802637,145.8258999148333,4998981.877749669,715.5583554613178,302.5749414054155
1997-01-15,10007.171224641921,1491343.5628385192,5691.318297007004,2965.1188644731965,3493372.376751931,4315.852927634917,2311.7813669728475,4984715.93959045,10007.171224641921,5276.900231446044
1997-01-22,139771.3494029465,1381647.0348116152,77204.09068576987,41148.87450261465,3404758.905964328,62567.25871717663,32673.846365034995,4786405.940775943,139771.3494029465,73822.72086764965
1997-01-29,913546.8631932312,705384.8886069532,425269.11724142876,369345.99415161775,2662492.860484024,488277.7459518024,349229.40461071325,3367877.749090977,913546.8631932312,718575.398762331
1997-02-05,1108556.0893677534,180159.91826890965,343863.63090649375,975976.4508245965,1413261.0744345577,764692.4584612595,1322046.4781507228,1593420.9927034674,1108556.0893677534,2298022.9289753195
1997-02-12,575970.3666903881,79289.63726811684,128757.57053022769,1291952.7922016552,863354.5289646329,447212.79616016033,2189432.685921747,942644.1662327497,575970.3666903881,3481385.478123402
1997-02-19,232259.61716637475,57155.18261340886,41400.400064955866,1401444.4173216356,688834.4469658418,190859.21710141888,2620306.3469792795,745989.6295792507,232259.61716637475,4021750.7643009154
1997-02-26,86958.08435120543,50921.86041798929,13092.501172876186,1435985.6384091335,631375.5016686749,73865.58317832924,2794758.926199536,682297.3620866642,86958.08435120543,4230744.564608669
1997-03-05,31704.562582228948,49034.9187895358,4074.80138621889,1446890.2798242436,611706.3809511228,27629.76119601006,2860663.868899408,660741.2997406586,31704.562582228948,4307554.148723652
1997-03-12,11227.43928773269,48396.12686641626,1259.1700000275,1450344.7031335551,604773.0312058309,9968.26928770519,2885258.7105530053,653169.1580722472,11227.43928773269,4335603.4136865605
1997-03-19,3957.985944388388,48205.600017666504,391.27105859280965,1451403.1289237393,602390.4059991371,3566.714885795578,2894042.8901616097,650596.0060168036,3957.985944388388,4345446.0190853495
1997-03-26,1349.9634222446584,48138.39468995673,139.14466018371866,1451722.4606498578,601597.2536262574,1210.8187620609397,2897191.938658224,649735.6483162141,1349.9634222446584,4348914.399308082
1997-04-02,482.1720911913672,48111.05216423975,56.92460548163309,1451832.0232302768,601314.9242608481,425.2474857097341,2898259.8392999833,649425.9764250878,482.1720911913672,4350091.86253026
1997-04-09,160.92239363673983,48106.522804893306,11.088983075806135,1451882.3882120287,601236.449876769,149.8334105609337,2898613.7277592095,649342.9726816623,160.92239363673983,4350496.115971238
1997-04-16,51.537225480119886,48104.93650260296,4.781618536184139,1451890.2818788588,601201.6036443718,46.755606943935746,2898751.6517952234,649306.5401469748,51.537225480119886,4350641.933674082
1997-04-23,15.837642720271425,48105.82140965165,0.46737771858190336,1451894.072678215,601190.6644444347,15.370265001689521,2898793.976337103,649296.4858540863,15.837642720271425,4350688.049015318
1997-04-30,7.344400054231797,48105.16669239917,0.6647655727169832,1451894.5300076138,601188.2400624241,6.679634481514814,2898805.0913496376,649293.4067548233,7.344400054231797,4350699.621357251
1997-05-07,2.3588951268386564,48105.082701048224,0.7322396824406058,1451894.5465248548,601186.7158646797,1.6266554443980508,2898811.6685264213,649291.7985657279,2.3588951268386564,4350706.215051277
1997-05-14,0.16056602964922684,48104.81696198066,0.0,1451895.5793080707,601187.1943000269,0.16056602964922684,2898812.6834934065,649292.0112620075,0.16056602964922684,4350708.262801478
1997-05-21,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-05-28,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-06-04,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-06-11,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-06-18,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-06-25,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-07-02,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-07-09,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-07-16,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-07-23,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-07-30,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-08-06,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-08-13,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-08-20,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-08-27,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-09-03,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-09-10,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-09-17,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-09-24,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-10-01,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-10-08,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-10-15,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-10-22,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-10-29,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-11-05,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-11-12,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-11-19,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-11-26,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-12-03,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-12-10,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-12-17,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-12-24,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1997-12-31,0.0,48104.795663011326,0.0,1451895.6102513792,601187.2705461296,0.0,2898812.891339364,649292.0662091409,0.0,4350708.501590744
1998-01-01,40.0,1499980.0,20.0,0.0,3499980.0,20.0,0.0,4999960.0,40.0,0.0
1998-01-08,709.3558674219439,1499439.9411186683,394.45073989374356,165.6081414378815,3499544.3554855343,314.9051275282004,140.99409181203652,4998984.296604203,709.3558674219439,306.602233249918
1998-01-15,11108.343188206694,1490597.3831290405,6306.102402696307,3096.5144682632554,3492853.3697471474,4802.2407855103875,2344.6441722164072,4983450.752876188,11108.343188206694,5441.158640479663
1998-01-22,154743.40544664572,1369168.3409954587,85064.83269644041,45766.826308100906,3394043.093006309,69678.5727502053,36278.58894835963,4763211.434001768,154743.40544664572,82045.41525646055
1998-01-29,933072.2978265802,680389.7885642293,429995.3540112815,389614.857424489,2623422.7157074255,503076.9438152988,373500.5951821508,3303812.504271655,933072.2978265802,763115.4526066398
1998-02-05,1096318.4900275238,172469.89640053417,336218.8250461572,991311.2785533087,1382268.4620664418,760099.6649813667,1357632.1276570668,1554738.3584669759,1096318.4900275238,2348943.4062103755
1998-02-12,559102.9773685684,77477.34348268784,124058.65542090639,1298464.001096406,854196.132263484,435044.321947662,2210759.800493729,931673.4757461718,559102.9773685684,3509223.801590135
1998-02-19,224411.49573461086,56733.89756021529,39741.0361089782,1403525.0663308064,685931.1925895513,184670.45962563265,2629398.602489692,742665.0901497666,224411.49573461086,4032923.6688204985
1998-02-26,83659.09783294905,50778.58660741588,12486.25410459942,1436735.1592879845,630440.300727681,71172.84372834963,2798387.110248845,681218.887335097,83659.09783294905,4235122.26953683
1998-03-05,30053.850616669188,48908.49697648047,3890.2628624167664,1447201.2401611016,611754.8684154843,26163.58775425242,2862081.798535139,660663.3653919648,30053.850616669188,4309283.038696241
1998-03-12,10783.49502014696,48276.75364280728,1178.9669387784509,1450544.279418413,605045.8229943123,9604.52808136851,2885349.9036291945,653322.5766371195,10783.49502014696,4335894.183047608
1998-03-19,3903.3320250424877,48079.7894266413,374.4857302548184,1451545.7248431025,602770.7488982608,3528.846294787669,2893700.6595118274,650850.5383249021,3903.3320250424877,4345246.38435493
1998-03-26,1354.738544936028,48014.42134911537,135.62805005615797,1451849.950600827,601928.0922488815,1219.11049487987,2896853.051961114,649942.5135979968,1354.738544936028,4348703.002561942
1998-04-02,523.6341895051314,47995.048948537034,50.4723919581984,1451954.4786595032,601644.029635078,473.161797546933,2897883.0632722513,649639.0785836151,523.6341895051314,4349837.541931754
1998-04-09,175.6939026009507,47980.99901508318,23.756807309334118,1451995.2441776064,601550.139811898,151.9370952916166,2898298.1777976872,649531.1388269812,175.6939026009507,4350293.421975294
1998-04-16,58.176628030999396,47977.82272589942,8.35977255209222,1452013.8175015473,601517.2118340294,49.81685547890718,2898433.2260153703,649495.0345599288,58.176628030999396,4350447.043516917
1998-04-23,15.716047429415141,47977.06160288937,1.0042991751701704,1452021.9340979352,601512.8355958983,14.711748254244972,2898472.7073607263,649489.8971987877,15.716047429415141,4350494.641458661
1998-04-30,1.0133399872424933,47976.74810938943,0.08534793681938099,1452023.2269957422,601510.4836526093,0.9279920504231124,2898488.843060217,649487.2317619987,1.0133399872424933,4350512.070055959
1998-05-07,0.10330524995157045,47976.81230132577,0.0,1452023.2949946139,601510.3593997544,0.10330524995157045,2898489.8071457725,649487.1717010802,0.10330524995157045,4350513.102140387
1998-05-14,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-05-21,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-05-28,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-06-04,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-06-11,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-06-18,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-06-25,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-07-02,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-07-09,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-07-16,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-07-23,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-07-30,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-08-06,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-08-13,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-08-20,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-08-27,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-09-03,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-09-10,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-09-17,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-09-24,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-10-01,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-10-08,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-10-15,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-10-22,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-10-29,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-11-05,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-11-12,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-11-19,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-11-26,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-12-03,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-12-10,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-12-17,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-12-24,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1998-12-31,0.0,47976.7664024351,0.0,1452023.3752839405,601510.3918682169,0.0,2898490.007214615,649487.158270652,0.0,4350513.382498556
1999-01-01,40.0,1499980.0,20.0,0.0,3499980.0,20.0,0.0,4999960.0,40.0,0.0
1999-01-08,484.73971681744126,1499617.9389657858,243.89755870493778,138.27869903234367,3499631.025706702,240.8421581125035,128.13213518564694,4999248.964672487,484.73971681744126,266.4108342179906
1999-01-15,7209.7161312431,1493952.3941740007,4019.294524041408,2028.4265254801892,3495152.366451954,3190.4216072016916,1657.2119408437914,4989104.760625955,7209.7161312431,3685.6384663239805
1999-01-22,101047.21630804261,1414400.1708662778,56138.40062204501,29461.543735198444,3431792.979416205,44908.81568599759,23298.204897795265,4846193.150282483,101047.21630804261,52759.74863299371
1999-01-29,778067.8709760539,827726.7697459798,378378.99648013024,293894.34899741155,2833155.0430825604,399688.8744959237,267156.08242151345,3660881.8128285403,778067.8709760539,561050.431418925
1999-02-05,1145332.875311691,215900.4733209709,376971.76242971857,907127.8794728323,1557437.3434516813,768361.1128819725,1174201.5436663455,1773337.8167726523,1145332.875311691,2081329.4231391777
1999-02-12,639177.7444778761,86609.31985491,148533.92926401974,1264856.8661045916,918000.370965826,490643.81521385635,2091355.8138203165,1004609.690820736,639177.7444778761,3356212.679924908
1999-02-19,265296.0497273268,59966.77177208856,48334.33506511275,1391699.0083863197,710767.1153184398,216961.71466221404,2572271.170019344,770733.8870905284,265296.0497273268,3963970.178405664
1999-02-26,99896.60684583972,52650.27134773864,15121.747671920131,1432228.0962038625,643050.5558066414,84774.85917391958,2772174.5850194376,695700.82715438,99896.60684583972,4204402.6812233
